Actual,Predicted,Probability
0,0,0.4549848387032705
0,1,0.5534884655706203
0,0,0.4034444848510405
0,0,0.24881322015838492
0,0,0.45727349496551944
0,0,0.30805192755283545
1,1,0.5521956815287825
0,1,0.556330262575274
0,1,0.5631397393828824
0,0,0.3516945261690799
0,1,0.5573202590736167
0,1,0.5137896551762733
0,1,0.5171549494405977
1,1,0.6386434528577667
0,1,0.5187195313224705
0,1,0.5634327390380443
1,1,0.5066000249782221
1,1,0.5482788646122988
1,1,0.5487426951555441
0,0,0.43195288039106816
0,0,0.468880145957977
0,0,0.23022730898246305
0,0,0.2575289858093869
0,0,0.4459094020847153
1,0,0.3477006545308064
0,0,0.39085612130988057
1,0,0.4711416274153176
0,0,0.32304976905622557
0,0,0.3769567185657445
0,1,0.5408472900604608
1,1,0.6472763361705289
0,0,0.4875845993790858
1,0,0.3719118725512789
0,1,0.5515027198820937
0,1,0.5712282100336094
0,0,0.23545098148724633
0,0,0.23101268200030523
0,1,0.5016443718004404
0,0,0.4647704047949457
1,1,0.5728004644015123
0,0,0.37977772037291724
1,1,0.6310794164963244
1,0,0.4914473598250981
0,0,0.23644798874851314
0,0,0.49284772112319813
0,0,0.4369508760394041
1,1,0.5454080679064752
0,0,0.46819130797829056
0,0,0.42835305232962884
0,0,0.48421905186497144
0,1,0.5426358184178866
1,1,0.5998456095551125
0,0,0.2574783103875436
0,1,0.5446951487168771
0,1,0.5242091124895443
0,1,0.519579229327592
0,1,0.5513826430924881
0,1,0.555270289852488
0,1,0.5533426100723324
0,1,0.5021073655099996
0,0,0.2435518624772891
0,0,0.2806391812595017
0,0,0.2733282676651736
0,0,0.346539127966032
0,1,0.5060368332841585
0,0,0.4445897271268291
0,0,0.3287479972645482
0,0,0.3679324567803375
0,0,0.2600682786554934
1,0,0.4847507727909915
0,1,0.5223722518791054
1,1,0.5628484536108378
0,0,0.2891358252556378
0,0,0.3889047755090392
0,0,0.49843420998640436
0,0,0.34961643492905287
0,1,0.5715126070840998
1,1,0.573729713353261
1,0,0.40438472048070584
0,0,0.4779859861833193
0,0,0.4837010778786814
0,1,0.5293600051880941
0,0,0.28923068938038426
0,1,0.6024483667790428
0,0,0.4891150409856732
0,0,0.23992462362791683
0,0,0.31913722117707227
1,1,0.61203063755295
0,1,0.6304244344866332
0,0,0.4659036182395862
1,1,0.6110542692948544
0,1,0.5569883196785166
0,0,0.4122332639588372
1,1,0.6398263348487446
1,1,0.637388838364763
1,0,0.4998102841837801
0,1,0.5417013476614415
0,0,0.4580024812632979
0,1,0.5578833673112255
1,1,0.5677807188673227
1,1,0.5961372059149473
0,0,0.4689658130893297
0,0,0.47312743550359654
1,1,0.5515508353335437
1,1,0.5609759925786562
1,1,0.6132083235394762
0,0,0.2694155197129094
0,0,0.2567720187040271
0,1,0.5611132587346398
0,0,0.2651247196475886
0,0,0.3151021617553109
0,0,0.31821364948651343
0,0,0.4526328936284751
1,0,0.4958165281935999
0,0,0.266596475581952
0,0,0.30856158822590896
0,1,0.5308941600853565
0,1,0.5174810318624887
0,1,0.5413969143553752
0,1,0.5525362651844775
0,0,0.4374657429686596
0,0,0.24226009439182472
0,0,0.3460062236760218
1,1,0.5645604948101199
1,0,0.4122056408632748
1,1,0.6037774016334602
0,0,0.40484487577810735
0,1,0.5611391936865553
0,1,0.5757964436748896
0,1,0.5535168790591799
0,0,0.23678900512296655
0,1,0.5073298918424096
0,0,0.4778910013865905
0,0,0.45539644136682467
0,1,0.5806122584705239
1,1,0.5984561191067612
0,1,0.5846743424413354
1,1,0.656731066504086
0,0,0.29361506988142755
0,1,0.5526557052622094
0,0,0.3116520183100801
0,1,0.5558949549876581
0,0,0.2961722324328567
0,1,0.5461403657805697
1,1,0.6301404959642033
1,1,0.5006605930092082
0,0,0.49380388790875507
1,1,0.5766535742429103
0,0,0.2706354916793027
0,0,0.36437353154770863
0,0,0.4824042765695798
0,0,0.42115599469244486
0,0,0.39845765023018914
0,0,0.3103438251437659
0,1,0.5328436319178321
0,1,0.5323225812292464
1,0,0.29806691633915083
0,0,0.2689922894442906
0,0,0.40124665327860876
0,0,0.25046090560172807
1,1,0.5193019151797611
0,1,0.5952528480133243
0,0,0.392731222820707
1,1,0.6067295672518557
0,1,0.5071189982414026
0,0,0.45150134029704464
0,0,0.49160882073166456
0,0,0.33370844080427936
0,0,0.34170347579224547
0,1,0.6053917602972683
0,1,0.6050549724996682
0,0,0.4080728990354554
0,0,0.3890222717877647
0,0,0.43364455002763813
0,0,0.2464804845863346
0,1,0.500344715595976
0,0,0.43195903413704295
1,0,0.3913390532251266
1,1,0.5777878213001045
0,1,0.548414314341874
0,1,0.5857769226584529
1,1,0.5116443901820936
0,0,0.3069981981259361
0,1,0.5256382379436372
0,0,0.3965668196545726
1,0,0.4322279857801382
0,1,0.6131861126379705
0,0,0.47114410660847217
0,0,0.36293242726568387
0,0,0.37259956023896657
1,0,0.48926114350521793
0,0,0.40642191265789107
0,0,0.4127211635172663
0,0,0.39997894678182605
0,0,0.4113670680332567
1,1,0.5559333861861562
0,0,0.41574585686224447
0,0,0.23446321274324045
0,0,0.25576487747690707
0,0,0.35685968093119136
1,1,0.6350499468141957
0,0,0.48517005517777373
1,1,0.5134073706648317
1,1,0.6333175420726445
1,0,0.4550017421643755
0,0,0.25681036117655154
1,1,0.5893461837156386
0,0,0.4904424380031229
1,1,0.5934931457464655
0,1,0.5142956873944164
1,0,0.45572737376594735
0,0,0.4644475232326753
0,0,0.47432931471729955
0,0,0.23110612570053812
0,1,0.5111146787623128
0,0,0.42918261606756913
0,1,0.5706221660732989
0,0,0.41327957260475306
1,1,0.6363451653002666
1,1,0.5732009172919655
0,0,0.26569120295119525
0,0,0.44403918694842703
0,1,0.505673531153705
0,0,0.43363092729077096
1,0,0.45359350700728207
0,0,0.494261262227767
0,0,0.4418852579345994
0,0,0.26715387125769907
0,1,0.5885540960409023
1,1,0.5896244094032289
0,1,0.5687452465699506
0,1,0.5374614874532446
0,0,0.48747204415838835
1,1,0.5246260974641157
0,0,0.42721039104612213
0,0,0.4376479978742367
0,1,0.5481003345125112
1,0,0.4546290178506691
0,0,0.28341457997082525
0,0,0.472820373320384
0,0,0.3503004033083181
0,0,0.254279978056672
0,1,0.5856335138051724
1,1,0.5178479417368177
0,1,0.5080018520774116
1,1,0.5184934920432716
1,1,0.6201181359811023
0,0,0.25181732465325735
1,1,0.5600442932105442
0,0,0.24530601091736634
0,0,0.4433479290370808
0,1,0.5675819766006411
0,0,0.3793137866345357
0,0,0.4672262118544141
0,0,0.2942326729350835
0,0,0.3719773471873455
0,0,0.42421814201332086
0,0,0.23914269897005405
1,1,0.5579238298260548
0,0,0.4044059560152918
0,0,0.38262679929632915
0,1,0.535692029304581
0,1,0.5258155866950104
0,0,0.24466035574099615
0,0,0.497779617791208
1,0,0.3177435688104184
0,1,0.5819116616600385
1,1,0.6121049469768433
0,0,0.37937027017372105
1,0,0.3809248188686463
1,1,0.5596427479629177
1,1,0.5475906628298842
1,1,0.5675075040684335
0,0,0.4761354432512169
0,0,0.4709611354862637
0,0,0.37259956023896657
1,1,0.6271739824508141
1,0,0.3101541208959029
1,1,0.5233616031898705
0,0,0.4352254886100457
0,0,0.4941817727350112
0,1,0.5223455000428097
1,1,0.530338445486496
0,0,0.23641195558246475
0,0,0.3740436043011756
0,1,0.5679749872502754
0,1,0.5948658802756561
0,0,0.24602073981588746
0,0,0.23002769297253706
0,0,0.28624170552582395
0,1,0.5203464515171525
0,0,0.33752794613591564
0,0,0.49329937375718563
0,0,0.4473625868749711
1,1,0.6107946333726363
0,0,0.36775393960173547
0,0,0.43471297887499505
0,0,0.4463315613028658
0,1,0.5355624637172653
0,0,0.46374170344132665
1,1,0.5686421835320336
0,0,0.44260599650089716
0,0,0.48158331852414876
1,0,0.361679920105665
0,1,0.5112989714537486
0,0,0.3563113373368635
0,0,0.4155740549084064
0,1,0.5839509417212709
0,1,0.5888909183106488
0,1,0.5721715225595002
0,0,0.32455974635857743
0,0,0.49888681562157433
0,0,0.36601916661452066
0,1,0.627241741386436
0,0,0.24122170362002285
1,1,0.5152881460403377
0,0,0.25175082525798637
0,0,0.3553040616861245
1,1,0.5316193244531697
0,0,0.26036653850930996
1,1,0.5372058168186313
0,1,0.5472236205348543
0,0,0.44007203329210665
0,0,0.34463852151490987
0,0,0.41210780296720856
0,0,0.42601628636325606
0,1,0.5248518674964343
0,0,0.32428279714668473
0,0,0.396895680307962
1,0,0.46001644315385515
0,0,0.40560108704325776
0,0,0.46249025570978186
0,0,0.3963829738845524
0,0,0.47446479475685793
0,0,0.22605877798459745
0,0,0.490399905652623
0,1,0.5433888741140173
1,1,0.5542210485347301
1,1,0.5594172966638074
0,1,0.6004266416390889
0,1,0.5793948035282013
0,0,0.22626711131793079
1,1,0.5183227848606063
0,1,0.6026036414124574
0,0,0.35013799520283695
0,0,0.34800820855826353
0,0,0.2828496942593597
1,1,0.6357075821581039
0,1,0.5126965835574143
0,1,0.5479057933387957
0,1,0.6128059266416283
0,0,0.49803054292225224
0,1,0.5833085353132916
0,0,0.2350986779642111
0,1,0.5881534851193083
0,1,0.5488583998420261
1,1,0.5128670653829492
0,0,0.2556775420749441
0,1,0.5707388599956543
0,0,0.2553691491220846
0,1,0.5388257008021075
0,1,0.5691395102256107
0,0,0.23110612570053812
0,0,0.4363361979476236
0,0,0.4000904923521963
0,0,0.4922480243795913
0,0,0.24235401727990416
1,0,0.4865518216748532
0,0,0.33740215155935505
1,1,0.6363139252003529
1,0,0.47915230586282576
0,1,0.5033437658701183
0,0,0.4550355659543288
1,1,0.5839647538138725
0,0,0.4179991240559084
0,0,0.4459534044454832
0,0,0.4702322876163386
0,1,0.5497743820565177
0,0,0.4840115556971069
0,0,0.2754961326998494
0,1,0.5332916726245573
0,1,0.5169888223174213
1,1,0.5964445320196884
1,0,0.44369783373983257
1,1,0.5265582242587803
0,0,0.4906727303952496
0,0,0.368670974756504
0,1,0.514933919413769
0,0,0.23446321274324045
0,1,0.5754081784986788
0,0,0.3344837168219148
0,1,0.5353620558002561
1,1,0.6110566110745336
1,0,0.4763758394466074
0,0,0.4931473253597489
0,1,0.5084255539541075
0,0,0.23429687530493523
1,1,0.5855705233972796
1,0,0.4640219428466202
1,1,0.5030869993887012
0,0,0.4835325865255475
1,1,0.5988344895190545
0,0,0.39827484116452083
1,1,0.5672386753022071
0,0,0.3506246989822216
0,0,0.4098222643953483
0,0,0.40464692373695194
0,1,0.5891390672484744
0,0,0.2516641990616721
1,0,0.34022784716111376
0,0,0.26876090862663643
0,1,0.5438434291603322
0,0,0.43256149169247576
0,0,0.23839394646521736
0,1,0.6282698486970395
1,1,0.5527463753282422
1,1,0.558671513468556
0,0,0.4512878496800318
0,1,0.5637675408647502
0,0,0.457449595302202
1,1,0.5060976840219625
1,1,0.5590212471397954
0,0,0.4504013107703048
0,0,0.45064143442954435
0,1,0.5747901825855692
1,1,0.5464377751257761
1,1,0.5771345932572445
1,1,0.6247076243610433
1,1,0.5467279881599975
0,0,0.24079122344689272
0,1,0.541810148414208
1,1,0.5749634633392593
1,1,0.5867377710099148
0,0,0.23509682671485915
1,0,0.3865483826915747
0,1,0.5342670610485283
0,1,0.500752519285633
0,0,0.24828480333677325
0,0,0.38578209288149534
0,0,0.2320182119040303
0,1,0.5831983964239573
0,0,0.24191708349328853
0,0,0.23727128945537335
0,0,0.41444697925204715
0,0,0.3937082764352613
1,1,0.637388838364763
0,0,0.45409822809046746
0,0,0.28898135612106607
1,1,0.5477569509810142
0,1,0.5033027224956759
0,1,0.5187268519801894
0,1,0.514947819851795
1,1,0.5699307206744463
1,1,0.63047486842543
0,0,0.46422891492214585
0,0,0.24376042354146102
0,0,0.2507076232841015
1,1,0.5274427081848535
0,0,0.2708300478461968
0,0,0.3165777903864426
1,1,0.5858531952489319
0,0,0.2529837011306938
1,1,0.5951001150664427
0,1,0.6035382082643733
0,0,0.2645310673645894
1,0,0.4497209559816118
1,0,0.4959547330896977
0,0,0.323526410137451
0,0,0.24781409529966078
0,0,0.24222612033479426
0,0,0.3572669881141868
0,0,0.4276538369879904
1,1,0.5415683386117897
0,0,0.4308173511985815
0,1,0.5024602824057829
0,0,0.3858405369117563
0,0,0.4277485912584071
1,1,0.6456900980971295
1,0,0.3719118725512789
0,0,0.279904267603429
1,1,0.6332816794182609
1,1,0.5728109149820959
0,0,0.24824722342364686
0,0,0.25112991214390745
1,0,0.35395457366345523
0,0,0.3326825494899897
1,1,0.6540670828068822
1,1,0.5809800739871759
0,1,0.6350499468141957
1,1,0.6352030281870943
0,0,0.39522187632197336
1,1,0.5662716180936639
0,0,0.2925357007969201
0,1,0.5879853469318167
0,0,0.4658716536926488
0,0,0.31232666510320767
0,0,0.32242466740456527
1,0,0.45429926264588794
0,0,0.3507155643398682
0,0,0.3423451736597532
0,1,0.6104753586936617
0,0,0.4440561095718698
0,0,0.44537099920437856
0,0,0.23318853224001274
0,1,0.5033807286871088
0,1,0.5369721010908287
1,1,0.6580062480816179
1,1,0.5916156508027577
1,0,0.34581113621690834
1,1,0.5125047163030814
0,1,0.5235851997689663
1,0,0.47746467995032804
1,1,0.6083739145074879
1,1,0.6464253124026025
0,0,0.2285704543235524
0,0,0.4526766257192453
0,0,0.3512412384819679
0,1,0.5657807737308079
0,0,0.24835951862791916
0,0,0.4834638109951081
0,0,0.2863817811746244
0,0,0.3666899061230244
0,1,0.6291305953066163
0,0,0.23043564231579639
0,0,0.4676946481132838
0,1,0.5310069692590624
0,0,0.45697410798131577
0,1,0.5198825462277299
0,0,0.47938385198313926
0,1,0.5535078080368988
0,0,0.4428003045104098
0,0,0.305147406096021
0,0,0.4767209838909466
1,1,0.5923675221990587
0,0,0.4132595154823896
0,0,0.25297145215000577
1,0,0.4372560892876452
1,1,0.5558949549876581
1,0,0.45607810928846976
0,0,0.38558569983920626
0,0,0.40817293352674533
0,0,0.3976712440663301
0,0,0.493724983844017
0,1,0.589638870056033
1,1,0.5885792011434938
0,1,0.5553548492559831
1,0,0.35196682528351175
0,1,0.5111863707696468
0,1,0.5271861261444042
0,0,0.3976431024173035
0,0,0.48889032107306246
0,0,0.2896857135607729
1,1,0.6247668595872939
0,0,0.25246288671206657
1,1,0.5265342570952579
0,0,0.4288643815625516
0,0,0.3349814588307504
0,0,0.4188993564528305
0,1,0.5149083113898796
0,1,0.5606981628503456
0,0,0.3517755602048643
0,0,0.4212881078337279
0,0,0.2544811278205497
0,1,0.5169689140506345
0,0,0.23160737619555533
0,1,0.5463157362392824
1,1,0.5635775469093194
0,0,0.23201075811074062
0,0,0.3539968977067705
1,1,0.5955978853470216
0,1,0.6079671465519781
0,1,0.5206103183065472
1,1,0.5848805940825808
1,1,0.5295382952880532
0,0,0.44803411809861377
0,0,0.4901266389765861
1,1,0.5059963145344377
0,1,0.6064176515868571
0,0,0.30651708638187253
0,0,0.24403245983336116
0,0,0.2285704543235524
0,0,0.34170347579224547
0,1,0.5968488820669028
0,0,0.4231358963932174
0,1,0.5722935024254822
0,1,0.5941479523886505
0,0,0.38709084742762506
1,1,0.6308412397928056
1,1,0.5377680491478786
0,0,0.47571319845568855
1,1,0.5023144596646181
0,0,0.36706299426388805
0,1,0.6046163115940317
0,1,0.6025158421848478
1,1,0.5747066628839455
0,0,0.4198568947205055
0,0,0.4783550443983978
0,0,0.2431711506485909
0,0,0.27027108508777475
1,1,0.630452542541394
0,1,0.5242120249636132
0,0,0.37259956023896657
1,1,0.6136661411364125
1,0,0.47285944625961585
1,0,0.34376393283928103
0,1,0.6229116021114584
0,0,0.38008747095752715
0,0,0.3728309901851552
1,1,0.6210675468027662
0,0,0.2754802750742278
0,0,0.3637291059769023
0,0,0.23795567555717695
0,1,0.5078312061014724
0,0,0.2590229155653091
0,0,0.3729291627941486
0,0,0.37766003838953804
1,0,0.49072132737371227
1,1,0.582973996681571
0,0,0.2742418457978836
0,1,0.585458217198148
0,0,0.2399090164406941
1,1,0.6454993728824798
0,1,0.5500135654335465
0,1,0.5886409118583552
0,1,0.5549719163399364
0,1,0.5573406144276039
0,0,0.4851719147471371
0,0,0.4054542306129374
0,0,0.457634946766271
0,1,0.5596902793263454
1,1,0.6014399815083724
0,0,0.4538163109670213
0,1,0.5396548283330653
1,1,0.6343836853251216
0,1,0.587674504883487
1,1,0.5343157376858668
0,0,0.46061767512810575
0,0,0.40027493714380497
0,0,0.2749541821627153
0,0,0.47108894031122966
0,0,0.4145657734725996
0,0,0.4333800419848466
1,1,0.5054817515826522
0,0,0.39130586882252183
0,0,0.2661004387057799
0,1,0.543198368177585
0,0,0.48031917104024796
1,1,0.6403503504793542
0,0,0.4601150429650311
0,0,0.4379585431929788
0,0,0.3123517934679594
0,0,0.38191161058959283
0,0,0.25197922488586055
1,1,0.6183889345031188
0,0,0.4223033331041564
1,0,0.4430837189372481
1,0,0.3872360703792624
0,1,0.5588787163017642
1,0,0.4955472548041112
0,0,0.34871372426179525
0,1,0.5265444679826394
0,0,0.3977107182669894
0,0,0.4995037868597189
0,0,0.45677602464053846
0,0,0.2616201078555816
0,1,0.5277793167936077
0,0,0.34708700001964365
0,0,0.29657678128036463
0,1,0.5631020494558586
0,0,0.48604056714237914
0,0,0.49317575821594367
0,0,0.277440183138593
1,1,0.6252047385576988
0,1,0.6386879491891878
0,0,0.27293240910158395
1,1,0.6049186072347223
0,1,0.6033726342381804
1,1,0.5864715260446839
0,0,0.27021384833567463
0,0,0.46916995276378126
0,1,0.5585540797519956
0,0,0.42735235166563407
0,0,0.48468190769698577
0,0,0.35161288854007117
0,0,0.41768083078727364
1,1,0.5611825327891993
0,0,0.40399737760475307
1,1,0.6316705188886571
1,1,0.5609939662025051
1,1,0.6183099414141474
0,1,0.5192364190163172
0,0,0.4336932590308652
1,1,0.6205729363105622
0,1,0.5656310965399791
0,0,0.4442259983693416
0,0,0.40402306425883394
0,0,0.23043564231579639
0,0,0.38215801072736666
0,1,0.5805246506128047
0,0,0.2593238501194996
1,0,0.3224831300985616
0,1,0.5540792648846938
0,0,0.2605425885501158
1,1,0.5743765691315068
0,0,0.288900243912853
0,0,0.3347634551663431
1,1,0.5943307928607934
0,0,0.42588494261624193
1,0,0.4657158723354964
0,0,0.23625923531605744
0,0,0.4224869376874075
0,1,0.558093354184559
0,0,0.3813987612071804
1,1,0.5327182857374865
0,0,0.3719118725512789
1,1,0.5591076705964745
0,1,0.505204387029318
0,1,0.5071455962638125
0,0,0.2890984548487184
1,0,0.3121288270805373
0,0,0.4016828519497881
0,0,0.26455543728838343
0,1,0.549192765510683
0,1,0.5449291285970904
1,1,0.5056148065227672
0,1,0.5119527844825
0,0,0.38575831002540445
0,0,0.42010364050292887
0,0,0.23749325436971305
0,1,0.5613800613574724
0,1,0.513884543082066
1,1,0.6054628230629461
0,1,0.5275647839679181
1,0,0.46035720927653956
1,0,0.48398356078728294
0,1,0.5000574568361567
0,1,0.5020902802142898
0,1,0.5076456716950056
0,0,0.2559044261800436
1,1,0.5894075251716018
0,1,0.6129129284606907
1,1,0.6198783955097408
0,0,0.2557813022195462
0,1,0.5277262936678536
0,0,0.4095591628945151
0,0,0.4444187549401295
0,1,0.5264947004249023
0,1,0.5568136424665824
0,1,0.639416602576015
1,1,0.5498511163420226
0,0,0.4615364256155757
0,1,0.5231188792196559
0,1,0.5351185431977536
1,1,0.557167275115109
0,0,0.24962322375662013
1,1,0.5454022887836756
0,0,0.3603902142996722
0,1,0.6183684656463224
0,0,0.48945922047822177
0,1,0.5893721019215498
0,0,0.23393187875745478
0,0,0.42176468130156813
0,0,0.45287559388169335
1,1,0.5604497158544751
0,0,0.27974535404337386
0,1,0.5624129617074571
1,1,0.604596291866136
1,0,0.48595382635249623
0,0,0.4906352516064911
1,0,0.4642952692088006
1,1,0.6258176332049598
0,0,0.42996883086610355
0,1,0.5573957671048848
1,1,0.5996614656290429
0,0,0.43202362210178497
0,1,0.5051174283489945
0,1,0.5215035834757186
0,0,0.4545044720963207
0,0,0.452498752316847
0,1,0.583985896318218
1,1,0.5906497719791254
0,0,0.4389267010901794
1,0,0.4320646755429296
0,0,0.28014732028211675
1,1,0.5192587382819148
0,0,0.2763345994633315
0,1,0.5366240906982795
0,0,0.37259956023896657
0,0,0.4857726039773371
0,0,0.4825619900255908
1,0,0.4071141069984688
0,0,0.4476591859564352
0,1,0.5184905479061315
0,0,0.3782399936241129
0,1,0.5404844240390267
0,1,0.5595718226125209
0,0,0.24377631282770268
0,1,0.5688820551843815
0,0,0.2299741396091375
1,1,0.6089088308126904
0,0,0.38122629243346773
0,0,0.47681458341460714
0,1,0.600333386914363
0,0,0.4311756292259016
0,1,0.54267555344039
0,0,0.4788364978183504
1,1,0.6192332718347106
1,1,0.6170507429504962
1,1,0.5787941647857529
1,1,0.5805632904523357
1,0,0.41290336073540335
0,1,0.6392746334001506
0,0,0.23446321274324045
1,1,0.5789888471227054
0,0,0.32870891239218575
0,1,0.5518168624402163
0,1,0.5736872913519193
1,1,0.6182841081645569
0,0,0.3284680725853758
1,1,0.6255203225976287
0,0,0.2759874046926476
1,1,0.5446739779309401
0,0,0.4836664155567601
0,0,0.2257750195771655
0,0,0.4363851974504073
1,1,0.536347872030021
0,1,0.5727819118089296
0,0,0.23101268200030523
0,0,0.38107878919414967
0,0,0.23157474282833046
0,0,0.38511592410462675
0,1,0.5212398867917872
0,1,0.6290551349251097
0,0,0.39479877687228165
0,0,0.4744588286648364
0,1,0.5743354810933771
0,1,0.5060638220629213
0,0,0.48771479898844233
1,1,0.5519014088730789
1,1,0.5327415034822729
0,0,0.368670974756504
0,0,0.48912198169580523
0,0,0.2574015319930352
0,0,0.342139453460444
0,0,0.43563014293269003
0,0,0.23397071311535028
1,1,0.6304785429884571
0,0,0.4986203107197727
0,1,0.5254710799134463
0,0,0.39872044714689786
0,0,0.36038310071660073
1,0,0.49145939172727204
0,1,0.5820017603482446
0,1,0.5033445941768265
0,1,0.6533532258526743
1,0,0.3744617315747291
1,1,0.5339421295509907
0,0,0.24828480333677325
0,1,0.5379195910604688
0,1,0.5343171021868036
0,1,0.5594861598849086
0,0,0.46183674634436156
0,0,0.4594377449274457
0,0,0.4709453314210674
1,1,0.5252527387766968
0,0,0.4258267037470042
1,1,0.5875626526817738
0,0,0.4051052929499694
0,0,0.28820575185148384
0,1,0.5477408033400405
0,0,0.4194661641181844
0,1,0.5234634198675565
0,0,0.2477978205348853
0,0,0.3465941163872067
0,0,0.4969429849384815
0,0,0.4269377688844396
0,0,0.3258490492514199
0,0,0.495733250248288
1,0,0.3719118725512789
0,0,0.3667937729274888
0,0,0.25460716403964306
0,1,0.5703748629158877
0,1,0.5559648969774671
1,0,0.37259956023896657
0,0,0.43292553652191174
0,0,0.24382041088958606
0,1,0.5606561151156484
0,1,0.5122360180588892
0,1,0.5205719836026264
0,0,0.3746122815586146
0,0,0.27699598638167827
0,1,0.5046209649499762
0,0,0.36585416520642083
1,1,0.6369676212841555
0,1,0.518281736072925
0,1,0.5256128005656469
0,0,0.44964469630218096
0,1,0.517107389261686
0,0,0.49030889279404977
1,1,0.6062035647046474
0,0,0.28350879849887084
0,0,0.4593232531017793
0,0,0.4082244095343533
0,0,0.4139660518179318
1,1,0.531267398394527
0,0,0.28915183366466374
0,0,0.49070062670074793
0,1,0.6279449748313984
1,1,0.5358710607050502
0,0,0.4124720977056033
0,0,0.4235400038591442
0,0,0.443770861737287
0,1,0.5532600370122791
0,0,0.40129119417882475
0,0,0.3850884402156188
1,1,0.5978079540235567
0,0,0.24994382628043912
1,1,0.5581734852705788
0,0,0.22358211165385233
0,0,0.3298619701240416
1,1,0.5339237431251405
0,0,0.40662174968073495
0,0,0.4985542982053465
1,1,0.5559333861861562
0,0,0.3418048145841716
1,1,0.6312108104178082
0,0,0.3872360703792624
0,0,0.43771475348111427
0,0,0.3709999765586417
0,0,0.43264137281254866
0,1,0.5164544999150541
0,1,0.5050521737924933
0,1,0.5697648175294175
0,1,0.5704746231747065
0,0,0.49616007531916884
0,0,0.3952700277837251
0,0,0.45129891178263837
1,1,0.5570659233466045
0,1,0.501591341902872
0,0,0.42795032172046166
